article_id,prod_name,product_type_name,product_group_name,colour_group_name,index_group_name,section_name,garment_group_name,detail_desc
0560783010,Polly pencil case,Bag,Accessories,Light Purple,Divided,Divided Accessories,Accessories,Pencil case with a zip at the top. Lined. Size 5x6x20 cm.
0561067003,PLOPP tights,Leggings/Tights,Garment Lower body,Dark Pink,Sport,Ladies H&M Sport,Jersey Fancy,Sports tights in fast-drying functional fabric with a ribbed waistband and mesh sections on the legs. Integral key pocket in the waistband.
0561445005,Billie,T-shirt,Garment Upper body,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,"Short-sleeved, fitted jersey top with a slightly deeper neckline."
0561445026,Billie.,T-shirt,Garment Upper body,Dark Red,Ladieswear,Womens Everyday Basics,Jersey Basic,"Short-sleeved, fitted jersey top with a slightly deeper neckline."
0562245001,Luna skinny RW,Trousers,Garment Lower body,Black,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
0562245004,Luna skinny RW,Trousers,Garment Lower body,Blue,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
0562245018,Luna skinny RW,Trousers,Garment Lower body,Blue,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
0562245034,Luna skinny 5 pkt,Trousers,Garment Lower body,Blue,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
0562245050,Luna skinny RW,Trousers,Garment Lower body,White,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
0562245058,Luna skinny RW,Trousers,Garment Lower body,Black,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
0562245059,Luna skinny RW,Trousers,Garment Lower body,Blue,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
0562252010,Space jegging,Trousers,Garment Lower body,Dark Blue,Ladieswear,Womens Everyday Collection,Trousers,"Skinny-fit treggings in superstretch twill with an elasticated waist, fake front pockets and real back pockets."
0562252014,Space jegging,Trousers,Garment Lower body,Dark Grey,Ladieswear,Womens Everyday Collection,Trousers,"Skinny-fit treggings in superstretch twill with an elasticated waist, fake front pockets and real back pockets."
0562252028,Space 5 pkt tregging,Trousers,Garment Lower body,Black,Ladieswear,Womens Everyday Collection,Trousers,"Skinny-fit treggings in superstretch twill with an elasticated waist, fake front pockets and real back pockets."
0562252035,Space 5 pkt tregging,Trousers,Garment Lower body,Blue,Ladieswear,Womens Everyday Collection,Trousers,"Skinny-fit treggings in superstretch twill with an elasticated waist, fake front pockets and real back pockets."
0562820006,Stav turtleneck,Sweater,Garment Upper body,Dark Green,Divided,Divided Collection,Knitwear,"Short polo-neck jumper in a soft rib knit with dropped shoulders, long sleeves and short slits in the sides."
0564358010,PAUL  R-NECK,Sweater,Garment Upper body,Light Grey,Menswear,Contemporary Smart,Knitwear,"Jumper in a soft, fine cotton knit with a round neck, long sleeves and ribbing at the cuffs and hem."
0564358021,PAUL  R-NECK,Sweater,Garment Upper body,Dark Grey,Menswear,Contemporary Smart,Knitwear,"Jumper in a soft, fine cotton knit with a round neck, long sleeves and ribbing at the cuffs and hem."
0564358023,PAUL  R-NECK,Sweater,Garment Upper body,Dark Blue,Menswear,Contemporary Smart,Knitwear,"Jumper in a soft, fine cotton knit with a round neck, long sleeves and ribbing at the cuffs and hem."
0564786020,KARIN sports bra,Bra,Underwear,Dark Turquoise,Sport,Ladies H&M Sport,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back in ventilating mesh and a wide elasticated hem. Medium support."
0564929005,ALGOT 3-p body,Bodysuit,Garment Upper body,Beige,Baby/Children,Baby Essentials & Complements,Jersey Fancy,"Wrapover bodysuits in soft, organic cotton jersey with long sleeves and press-studs at one side and at the crotch."
0565200032,Mia L/S,T-shirt,Garment Upper body,White,Baby/Children,Kids Girl,Jersey Fancy,Long-sleeved top in printed cotton jersey.
0565373002,Vintage Cropped HW,Trousers,Garment Lower body,Dark Grey,Divided,Ladies Denim,Trousers Denim,"5-pocket ankle-length jeans in washed denim with worn details in a loose fit. High waist, low crotch, button fly and straight legs."
0565379021,Moa tank,Vest top,Garment Upper body,White,Ladieswear,Womens Everyday Basics,Jersey Basic,Fitted vest top in stretch cotton jersey.
0566904001,Leon TRS,Trousers,Garment Lower body,Black,Divided,Divided Collection,Trousers,
0567475001,Kai tunic,Dress,Garment Full body,Black,Ladieswear,H&M+,Jersey Fancy,Long-sleeved tunic in jersey crêpe with a V-neck and rounded hem.
0567475004,Kai tunic,Dress,Garment Full body,Red,Ladieswear,H&M+,Jersey Fancy,Long-sleeved tunic in jersey crêpe with a V-neck and rounded hem.
0567594001,Cosy tunic,Dress,Garment Full body,Black,Ladieswear,H&M+,Jersey Fancy,Tunic in soft viscose jersey with a sheen. Short sleeves with sewn-in turn-ups and a rounded hem.
0567728006,Love Affair Top,Bikini top,Swimwear,Black,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Triangle bikini top with removable inserts, adjustable multiway spaghetti straps and a wide elastic trim at the hem. No fasteners."
0567729004,Love Affair Brief,Swimwear bottom,Swimwear,Black,Ladieswear,"Womens Swimwear, beachwear",Swimwear,Fully lined bikini bottoms with a low waist with wide elastication and a high cut at the back.
0567745004,SB Bobby jkt,Jacket,Garment Upper body,Dark Blue,Baby/Children,Kids Outerwear,Outdoor,"Nylon jacket with a detachable, jersey-lined hood, stand-up collar and zip down the front. Zipped side pockets and ribbing at the cuffs and hem. Partly lined in jersey."
0567993015,IZZY loose tee (1),T-shirt,Garment Upper body,Dark Turquoise,Sport,Ladies H&M Sport,Jersey Fancy,
0567993036,IZZY loose tee,T-shirt,Garment Upper body,Black,Sport,Ladies H&M Sport,Jersey Fancy,
0568013001,ALMA seamless ls,Sweater,Garment Upper body,Black,Sport,Ladies H&M Sport,Jersey Fancy,Fitted sports top in fast-drying functional fabric with hole pattern details and long raglan sleeves. Seamless.
0568066001,SHAKIRA one piece,Top,Garment Upper body,Dark Red,Sport,Ladies H&M Sport,Jersey Fancy,"Fitted yoga jumpsuit in stretch, fast-drying functional fabric. Narrow double shoulder straps that cross at the back, shaped cups with removable inserts and mesh details at the top, and a cut-out section at the back. Seam under the bust and at the waist, and decorative crossed straps at the hems."
0568597009,Hayes,Trousers,Garment Lower body,Light Grey,Ladieswear,Womens Tailoring,Trousers,"Suit trousers in a stretch weave with a regular waist, zip fly and concealed hook-and-eye fastening. Side pockets and tapered legs with creases."
0568597012,Hayes,Trousers,Garment Lower body,Light Blue,Ladieswear,Womens Tailoring,Trousers,"Suit trousers in a stretch weave with a regular waist, zip fly and concealed hook-and-eye fastening. Side pockets and tapered legs with creases."
0568597016,Hayes slim,Trousers,Garment Lower body,Dark Blue,Ladieswear,Womens Tailoring,Trousers,"Suit trousers in a stretch weave with a regular waist, zip fly and concealed hook-and-eye fastening. Side pockets and tapered legs with creases."
0568597018,Hayes,Trousers,Garment Lower body,Dark Blue,Ladieswear,Womens Tailoring,Trousers,"Suit trousers in a stretch weave with a regular waist, zip fly and concealed hook-and-eye fastening. Side pockets and tapered legs with creases."
0568601016,Mariette,Blazer,Garment Upper body,Dark Blue,Ladieswear,Womens Tailoring,Dressed,"Fitted jacket in woven fabric with notch lapels, jetted front pockets, a decorative button at the cuffs and a single back vent. Lined."
0568601018,Mariette,Blazer,Garment Upper body,Dark Blue,Ladieswear,Womens Tailoring,Dressed,"Fitted jacket in woven fabric with notch lapels, jetted front pockets, a decorative button at the cuffs and a single back vent. Lined."
0568601020,Mariette,Blazer,Garment Upper body,Dark Red,Ladieswear,Womens Tailoring,Dressed,"Fitted jacket in woven fabric with notch lapels, jetted front pockets, a decorative button at the cuffs and a single back vent. Lined."
0568808001,Vermont Summer Slacks,Trousers,Garment Lower body,Black,Ladieswear,Womens Tailoring,Trousers,"Ankle-length, tailored trousers in woven fabric with a hook-and-eye fastening, zip fly and straight-cut legs that taper to the hem with creases. Slits at the hems."
0568858001,Griffon,Jacket,Garment Upper body,Black,Ladieswear,Womens Jackets,Outdoor,Double-breasted coat in a sturdy weave with notch lapels and flap front pockets. Lined.
0568863005,Albert Off Shoulder,Sweater,Garment Upper body,Black,Ladieswear,Womens Tailoring,Knitwear,"Fitted, off-the-shoulder jumper in a ribbed viscose blend with a foldover top and long sleeves."
0568864001,Beatle,Sweater,Garment Upper body,Dark Green,Ladieswear,Womens Tailoring,Knitwear,V-neck jumper in a double knit containing some wool with dropped shoulders and a straight hem with short slits in the sides. Longer at the back.
0568864003,Beatle,Sweater,Garment Upper body,Pink,Ladieswear,Womens Tailoring,Knitwear,V-neck jumper in a double knit containing some wool with dropped shoulders and a straight hem with short slits in the sides. Longer at the back.
0568943001,Shape essential,Skirt,Garment Lower body,Black,Ladieswear,Womens Tailoring,Skirts,Fitted skirt in woven fabric with an elasticated waist and a concealed zip and slit at the back. Unlined.
0569244002,Pluto Cross bag,Bag,Accessories,Black,Ladieswear,Womens Big accessories,Accessories,"Shoulder bag in grained imitation leather with a flap and magnetic fastener, and a narrow shoulder strap at the top. Lined. Size 4x16x23 cm."
0569929001,Nero biker,Jacket,Garment Upper body,Black,Ladieswear,Womens Jackets,Outdoor,"Biker jacket in imitation leather with quilted shoulders, a small stand-up collar with a tab and press-stud, and a diagonal zip at the front. Zipped side pockets and long sleeves with a zip at the cuffs. Lined."
0569933006,Gwyneth throw on,Jacket,Garment Upper body,Blue,Ladieswear,Womens Jackets,Outdoor,"Short coat in woven fabric with a zip down the front, patch front pockets, padded shoulders and a pleat at the back. Lined."
0569974001,DONT USE ROLAND HOOD,Hoodie,Garment Upper body,Black,Menswear,Men Underwear,Jersey Basic,"Top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket, long raglan sleeves and ribbing at the cuffs and hem."
0569996010,R-NECK SS BASIC FIT,T-shirt,Garment Upper body,Dark Beige,Menswear,Men Underwear,Jersey Basic,Round-necked T-shirt in organic cotton jersey.
0569997016,R-NECK BASIC FIT FANCY,T-shirt,Garment Upper body,Light Pink,Menswear,Men Underwear,Jersey Basic,Round-necked T-shirt in soft cotton jersey.
0571436009,Tess Tee,T-shirt,Garment Upper body,Black,Divided,Divided Basics,Jersey Basic,Long T-shirt in jersey with sewn-in turn-ups on the sleeves.
0571436010,Tess Tee,T-shirt,Garment Upper body,White,Divided,Divided Basics,Jersey Basic,Long T-shirt in jersey with sewn-in turn-ups on the sleeves.
0571650001,Taylor Fancy Denim,Trousers,Garment Lower body,Black,Divided,Divided Selected,Dresses Ladies,"Low-rise, ankle-length jeans in washed stretch denim with front and back pockets, a zip fly and button, and skinny legs with raw-edge hems."
0572533005,Julia Hoodie,Hoodie,Garment Upper body,Black,Divided,Divided Basics,Jersey Basic,"Short top in sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
0572573001,CS Patric,Dress,Garment Full body,Orange,Ladieswear,Womens Tailoring,Dresses Ladies,"Knee-length dress in a crêpe weave with a gathered, elasticated neckline and an opening with a button at the back of the neck. 3/4-length sleeves with elasticated cuffs, a seam at the waist and an A-line skirt. Unlined."
0572938002,FARIN cropped,Leggings/Tights,Garment Lower body,Dark Purple,Sport,Ladies H&M Sport,Jersey Fancy,"Calf-length yoga tights in fast-drying functional fabric with a wide ribbed waistband containing a concealed key pocket, and legs with ventilating mesh sections."
0573085004,Madison skinny HW (1),Trousers,Garment Lower body,Blue,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs."
0573085020,Madison skinny HW (1),Trousers,Garment Lower body,Black,Ladieswear,Womens Everyday Collection,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs."
0573284061,1 - PACK,T-shirt,Garment Upper body,Light Blue,Ladieswear,Womens Casual,Jersey Fancy,Fitted T-shirt in soft organic cotton jersey.
0573626001,Glans SS tunic,Dress,Garment Full body,Black,Ladieswear,H&M+,Jersey Fancy,"Short-sleeved tunic in jersey with a slight sheen. Gently rounded hem, slightly longer at the back."
0573652001,ORLANDO 2-layer loose tee (1),T-shirt,Garment Upper body,Black,Sport,Ladies H&M Sport,Jersey Fancy,"Sports top in soft, fast-drying, functional fabric with short cap sleeves and a longer inner top with a racer back."
0573716010,Kanta slacks,Trousers,Garment Lower body,Black,Ladieswear,Womens Everyday Collection,Trousers,"Ankle-length cigarette trousers in a stretch weave with a regular waist, concealed zip in one side, fake back pockets and tapered legs with slits at the hems."
0573716039,Kanta slacks,Trousers,Garment Lower body,Dark Blue,Ladieswear,Womens Everyday Collection,Trousers,"Ankle-length cigarette trousers in a stretch weave with a regular waist, concealed zip in one side, fake back pockets and tapered legs with slits at the hems."
0573716040,Kanta slacks,Trousers,Garment Lower body,Light Beige,Ladieswear,Womens Everyday Collection,Trousers,"Ankle-length cigarette trousers in a stretch weave with a regular waist, concealed zip in one side, fake back pockets and tapered legs with slits at the hems."
0573937001,ED Madison Skinny HW,Trousers,Garment Lower body,Black,Ladieswear,H&M+,Trousers,"5-pocket jeans in superstretch denim with a high waist, zip fly and button, and skinny legs."
0574109015,Rachel Basic L/S,Sweater,Garment Upper body,Red,Divided,Divided Collection,Knitwear,Fitted top in a fine rib knit with long sleeves and a ribbed neckline.
0574120001,Berta Flower Emb.,Sweater,Garment Upper body,White,Divided,Divided Collection,Knitwear,"Short jumper in a soft knit with embroidery, long sleeves and ribbing around the neckline, cuffs and hem."
0575004005,Flirty Denise ringpk,Ring,Accessories,Dark Turquoise,Ladieswear,Womens Small accessories,Accessories,Metal rings in various designs. Half of the rings are decorated with sparkly stones.
0575141001,Hathaway,Top,Garment Upper body,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,Long-sleeved jersey top.
0575347003,7pk basic R sneaker socks,Socks,Socks & Tights,Black,Menswear,Men Underwear,Socks and Tights,Socks in a fine-knit cotton blend with elastication at the top.
0575464004,Luciano lace up sweater,Sweater,Garment Upper body,White,Divided,Divided Collection,Knitwear,"Jumper in a soft rib knit with lacing down the back, dropped shoulders and long sleeves."
0575836002,PLUS 20 den tights.,Underwear Tights,Socks & Tights,Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist and invisible reinforcement at the toes. 20 denier.
0576770001,Tonic Tregging,Trousers,Garment Lower body,Black,Ladieswear,Womens Casual,Trousers,"Treggings in superstretch twill with a slight sheen. Concealed hook-and-eye fastening, a zip fly and fake back pockets."
0577314002,Brew CF,Sweater,Garment Upper body,Black,Divided,Divided Collection,Jersey Fancy,"Long-sleeved, off-the-shoulder top in sweatshirt fabric with ribbing around the top, cuffs and hem. Soft brushed inside"
0577992001,Frenchy Thong (Maple)Low 3p,Underwear bottom,Underwear,Light Pink,Ladieswear,Womens Lingerie,"Under-, Nightwear","Brazilian briefs in cotton jersey and lace with a low waist, lined gusset, wide sides and half-string back."
0578311001,OL KATE PQ ballerina,Ballerinas,Shoes,Black,Ladieswear,Womens Shoes,Shoes,
0578374001,Liza Superpush (Andes) 2pk,Bra,Underwear,Light Beige,Ladieswear,Womens Lingerie,"Under-, Nightwear","Super push-up bras in microfibre with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
0578430002,Beetle dress,Dress,Garment Full body,Dark Blue,Divided,Divided Collection,Dresses Ladies,"Short dress in ribbed jersey with 3/4-length sleeves, smooth jersey panels at the sides, a seam at the waist and a gently bell-shaped skirt. Unlined."
0578474001,Dayzy,Blazer,Garment Upper body,Black,Ladieswear,Womens Tailoring,Dressed,Gently fitted jacket in woven fabric with welt pockets and a concealed hook-and-eye fastening at the front. Sleeves with gathered seams. Lined.
0578476001,Vichy 5pkt slim trouser,Trousers,Garment Lower body,Black,Ladieswear,Womens Tailoring,Trousers,5-pocket trousers in superstretch twill with a regular waist and skinny legs.
0578589001,Pierce chino,Trousers,Garment Lower body,Dark Blue,Baby/Children,Kids Boy,Trousers,"Chinos in washed cotton with an adjustable, elasticated waist, zip fly and button, side pockets and a fake welt back pocket with a button."
0578816004,OL RIRI sneaker,Sneakers,Shoes,Light Beige,Ladieswear,Womens Shoes,Shoes,Slip-on trainers with elastication and a decoration at the front. Mesh linings and insoles and thermoplastic rubber (TPR) soles.
0578846001,Lana low,Trousers,Garment Lower body,Black,Divided,Divided Collection,Trousers,"5-pocket, low-rise jeans in washed stretch denim with a zip fly and button and slim legs."
0578846003,Lana low,Trousers,Garment Lower body,Dark Blue,Divided,Divided Collection,Trousers,"5-pocket, low-rise jeans in washed stretch denim with a zip fly and button and slim legs."
0579541001,Calista cardigan.,Cardigan,Garment Upper body,Black,Ladieswear,Womens Tailoring,Knitwear,"Cardigan in a soft, fine-knit viscose blend with buttons down the front and ribbing around the neckline, cuffs and hem."
0579941002,Dawn trousrer,Trousers,Garment Lower body,Dark Blue,Baby/Children,Baby Boy,Woven/Jersey/Knitted mix Baby,"Trousers in stretch cotton twill with an adjustable elasticated waist, front and back pockets and a fake fly with a press-stud."
0580041001,Majken Tshirt Milano,Bra,Underwear,Black,Ladieswear,Womens Lingerie,"Under-, Nightwear","Medium-coverage underwired bra in microfibre and lace with moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back."
0580469005,OL WASHINGTON PQ pump,Pumps,Shoes,Black,Ladieswear,Womens Shoes,Shoes,Court shoes with pointed toes. Leather linings and insoles and rubber soles. Covered heels 8 cm.
0580482004,Grace,Dress,Garment Full body,Pink,Ladieswear,Womens Everyday Collection,Knitwear,"Longer V-neck jumper in a soft textured knit containing some wool with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0580746002,Chung dress W,Dress,Garment Full body,Black,Divided,Divided Collection,Dresses Ladies,"Short dress in a crêpe weave with round neckline and an opening and tie at the back of the neck. 3/4-length sleeves with a wide flounce at the cuffs, and an elasticated seam at the waist. Unlined."
0580853002,OL MICHELLE PQ pump,Pumps,Shoes,Light Beige,Ladieswear,Womens Shoes,Shoes,"Suede court shoes with pointed toes, open sides and a strap across the foot. Leather linings and insoles and rubber soles. Heels 8 cm."
0581086004,Moss cable sweater,Sweater,Garment Upper body,Blue,Ladieswear,Womens Everyday Basics,Knitwear,"Cable-knit jumper in a cotton blend with ribbing around the neckline, cuffs and hem."
0581162001,Beth sandal,Sandals,Shoes,Black,Ladieswear,Womens Shoes,Shoes,Sandals with an elastic ankle strap and rubber soles.
0581213003,Lady jumpsuit W,Jumpsuit/Playsuit,Garment Full body,Black,Divided,Divided Collection,Dresses Ladies,V-neck playsuit in airy chiffon with a V-neck and decorative ties at the top and an opening with a covered button at the back of the neck. Long sleeves with a slit and covered button at the cuffs and an elasticated seam at the waist. Short legs. Unlined.
0581777008,Vintage H.W Ankle,Trousers,Garment Lower body,Blue,Ladieswear,Ladies Denim,Trousers Denim,"5-pocket ankle-length jeans in washed denim in a slightly looser fit with a high waist, button fly and straight legs."
0583059002,SORRENTO trousers,Trousers,Garment Lower body,Light Grey,Sport,Ladies H&M Sport,Jersey Fancy,"Sports trousers in fast-drying, functional fabric with an elasticated drawstring waist, side pockets and a zipped leg pocket. Tapered legs with wide ribbing at the hems."
0583351005,Vicky Beret,Hat/beanie,Accessories,Black,Ladieswear,Womens Big accessories,Accessories,Felted wool beret. Unlined.
0583448003,HESTER blouse,Blouse,Garment Upper body,Dark Blue,Baby/Children,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Long-sleeved top in organic cotton jersey with a press-stud on one shoulder, decorative flatlock seams at the front, twisted seams at the sides and slits at the hem."
0583534009,Bradley,Trousers,Garment Lower body,Dark Grey,Ladieswear,Womens Everyday Basics,Jersey Basic,"Joggers in lightweight sweatshirt fabric with wide elastication and a drawstring at the waist, and ribbed hems."
0583558001,Noel denim dress,Dress,Garment Full body,Blue,Divided,Divided Collection,Dresses Ladies,"Short, fitted dress in stretch denim with a collar, zip down the front, chest pockets and long sleeves with press-studs at the cuffs. Unlined."
0583976001,Alba dress,Dress,Garment Full body,Black,Divided,Divided Collection,Dresses Ladies,"Knee-length dress in a crêpe weave with smocking around the neckline and long sleeves with smocked cuffs. Concealed zip in the side, a seam at the waist and a skirt with a flounce at the hem. Unlined."
0587137001,Lumiere Soft Body,Underwear body,Underwear,Black,Ladieswear,Womens Lingerie,"Under-, Nightwear","Body in lace and mesh with narrow, adjustable shoulder straps that cross at the back, cups lined with mesh in a contrasting colour and an elasticated seam under the bust. Lined cups with press-studs."
0587229001,Lazer Razer Highwaist,Swimwear bottom,Swimwear,Black,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined, waist-high bikini bottoms with laser-cut edges and cutaway coverage at the back."
0588155002,MC The firm blouse,Blouse,Garment Upper body,Dark Green,Ladieswear,H&M+,Blouses,"Crêpe top with a small stand-up collar, opening at the top and a yoke with a pleat at the back."
0589924005,Nord tee,Top,Garment Upper body,Pink,Ladieswear,Womens Everyday Collection,Jersey Fancy,"Long-sleeved, striped jersey top in a viscose and cotton blend with a ribbed neckline in a contrasting colour."
0590007003,Hijack Top,Top,Garment Upper body,Dark Blue,Ladieswear,Womens Premium,Dresses Ladies,Satin top with a gently draped neckline and narrow adjustable shoulder straps. Lined.
0590165002,CUPCAKE tank top,Vest top,Garment Upper body,Light Beige,Sport,Ladies H&M Sport,Jersey Fancy,Fitted sports vest top in fast-drying functional fabric with an integral sports bra with an elasticated hem and elastic shoulder straps that cross at the back.
0590748001,J LO,Jacket,Garment Upper body,Light Beige,Ladieswear,Womens Jackets,Outdoor,"Jacket in soft faux fur with notch lapels, concealed press-studs down the front and side pockets. Lined."
0590920002,Paris swimsuit,Swimsuit,Swimwear,Greenish Khaki,Ladieswear,"Womens Swimwear, beachwear",Swimwear,Fully lined swimsuit with a deep V-neck at the front and wide shoulder straps that cross at the back.
0590951007,Barley Tee,T-shirt,Garment Upper body,Light Grey,Divided,Divided Collection,Jersey Fancy,Wide T-shirt in printed cotton jersey.
0591088001,Ren LS Lace Body,Top,Garment Upper body,Black,Divided,Divided Collection,Jersey Fancy,"Long-sleeved body in lace and mesh with a V-neck, mesh side sections and press-studs at the crotch. Lined bust."
0591201001,MARISA sport bra,Bra,Underwear,Black,Sport,Ladies H&M Sport,Jersey Fancy,"Sports bra in fast-drying functional fabric with wide mesh at the front. Lined front with removable inserts, racer back in ventilating mesh and a wide elastic hem. Light support."
0591334003,Flock (1),Sweater,Garment Upper body,Black,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Slightly shorter jumper in a soft, fine knit with long sleeves and ribbing around the neckline, cuffs and hem."
0591334019,Flock (1),Sweater,Garment Upper body,Dark Blue,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Slightly shorter jumper in a soft, fine knit with long sleeves and ribbing around the neckline, cuffs and hem."
0591702003,EAGLE JOGGER,Trousers,Garment Lower body,Greenish Khaki,Baby/Children,Kids Boy,Jersey Fancy,"Joggers in washed sweatshirt fabric with an elasticated drawstring waist, zipped side pockets and a back pocket. Tapered legs with decorative stitching at the knees and ribbed hems."
0592172007,Candy,Sweater,Garment Upper body,Greenish Khaki,Ladieswear,Womens Everyday Basics,Jersey Basic,"Top in lightweight sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Gently rounded hem. Slightly longer at the back."
0592180001,Kivik linen popover,Shirt,Garment Upper body,White,Ladieswear,Womens Casual,Blouses,"Oversized shirt woven in a linen blend with a collar and V-neck with a pleat at the front. Dropped shoulders, long sleeves with buttons at the cuffs, a yoke with a pleat at the back and a rounded hem. Slightly longer at the back."
0592846001,Erykah 1p Tights,Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fishnet tights with an elasticated waist.
0594630002,Class Landar mixpack,Earring,Accessories,Silver,Ladieswear,Womens Small accessories,Accessories,Earrings in various designs in metal with sparkly stones. Size 0.3-1.5 cm.
0594633001,Java Push Melbourne,Bra,Underwear,Black,Ladieswear,Womens Lingerie,"Under-, Nightwear","Push-up bra in lace and microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
0594834010,Dolly hood,Sweater,Garment Upper body,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,"Oversized top in soft sweatshirt fabric with a lined drawstring hood, dropped shoulders and ribbing at the cuffs and hem."
0594987005,Fiona Bikini (Clover) 4pk,Underwear bottom,Underwear,Black,Ladieswear,Womens Lingerie,"Under-, Nightwear","Bikini briefs in organic cotton with lace trims, a low waist, lined gusset, and medium coverage at the back."
0595779002,Offy sweater,Sweater,Garment Upper body,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,"Off-the-shoulder top in sweatshirt fabric with long, wide sleeves and ribbed cuffs. Soft brushed inside."
0596278006,Vickan sandalette,Heeled sandals,Shoes,Pink,Ladieswear,Womens Shoes,Shoes,"Imitation suede sandals with a strap with a decorative bow at the front and an adjustable, elasticated ankle strap with a metal buckle. Imitation leather insoles and rubber soles. Covered heels 8 cm."
0596517001,Kriss one shoulder,Sweater,Garment Upper body,Red,Ladieswear,Womens Casual,Jersey Fancy,One-shoulder top in organic cotton jersey with 3/4-length sleeves.
0597510001,Pugsley padded jkt,Jacket,Garment Upper body,Black,Sport,Men H&M Sport,Outdoor,"Padded jacket in woven fabric with a sheen. Stand-up collar, zip down the front, zipped side pockets and a zipped inner pocket. Polyester filling. Lined."
0597918001,SUPREME conscious,Leggings/Tights,Garment Lower body,Dark Green,Sport,Ladies H&M Sport,Jersey Fancy,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed mesh key pocket in the waistband. The polyester content of the tights is partly recycled.
0598795014,Dingo tee,T-shirt,Garment Upper body,White,Divided,Divided Collection,Jersey Fancy,
0598795018,Dingo tee,T-shirt,Garment Upper body,White,Divided,Divided Collection,Jersey Fancy,
0598806012,Dixie tee,T-shirt,Garment Upper body,White,Divided,Divided Collection,Jersey Fancy,Short top in soft cotton jersey with short sleeves. Contrasting colour trims around the neckline and sleeves.
0598859003,Fiona Wide,Trousers,Garment Lower body,Dark Red,Ladieswear,Womens Tailoring,Trousers,"Trousers in woven fabric with a high waist, concealed hook-and-eye fastener, zip fly and straight, wide legs with creases."
0599374003,Colin cateye s-glass,Sunglasses,Accessories,Black,Divided,Divided Accessories,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
0599559001,Carly corsett,Trousers,Garment Lower body,Black,Divided,Divided Collection,Trousers,"High-waisted, slim-fit trousers in stretch twill with lacing at the back of the waistband and a concealed zip in one side."
0599729001,OL POLK PQ Pump,Pumps,Shoes,Black,Ladieswear,Womens Shoes,Shoes,Suede court shoes with open sides and pointed toes. Leather linings and insoles and rubber soles. Covered heels 8 cm.
0600229001,CAGE SLIM EASY IRON US,Shirt,Garment Upper body,White,Menswear,Men Suits & Tailoring,Shirts,"Shirt in an airy weave made from a cotton blend with a turn-down collar and French front. Long sleeves with adjustable buttoning at the cuffs, a yoke at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
0601102001,MAYA DENIM SKIRT,Skirt,Garment Lower body,Black,Divided,Divided Collection,Skirts,"Short, high-waisted, 5-pocket skirt in stretch denim with a zip fly and button."
