article_id,prod_name,product_type_name,product_group_name,colour_group_name,index_group_name,section_name,garment_group_name,detail_desc
0198714006,Babette cropped,Leggings/Tights,Garment Lower body,Dark Blue,Ladieswear,Mama,Jersey Fancy,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist."
0199119038,Basic shorts,Shorts,Garment Lower body,Dark Blue,Baby/Children,Baby Essentials & Complements,Jersey Basic,Shorts in soft organic cotton jersey with elastication and ties at the waist.
0200182001,40 den 2p Tights,Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist. 40 denier.
0200182002,40 den 2p Tights,Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist. 40 denier.
0200761022,TORKEL Basic 2-pack tanktop SB,Vest top,Garment Upper body,Dark Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,"Vest tops in soft, ribbed organic cotton jersey."
0200761028,TORKEL tanktop SB 2-p,Vest top,Garment Upper body,Dark Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,"Vest tops in soft, ribbed organic cotton jersey."
0200761029,TORKEL tanktop SB 2-p,Vest top,Garment Upper body,Black,Baby/Children,Boys Underwear & Basics,Jersey Basic,"Vest tops in soft, ribbed organic cotton jersey."
0201219001,Heavy plain 2 p tights,Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit tights with an elasticated waist.
0201219003,Heavy plain 2 p tights,Underwear Tights,Socks & Tights,Grey,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit tights with an elasticated waist.
0201219011,Heavy plain 2 p tights,Underwear Tights,Socks & Tights,Dark Red,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit tights with an elasticated waist.
0201219012,Heavy plain 2 p tights,Underwear Tights,Socks & Tights,Dark Green,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit tights with an elasticated waist.
0201219013,Heavy plain 2 p tights,Underwear Tights,Socks & Tights,Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit tights with an elasticated waist.
0201219014,Heavy plain 2 p tights,Underwear Tights,Socks & Tights,Dark Red,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit tights with an elasticated waist.
0201219016,Heavy plain 2 p tights,Underwear Tights,Socks & Tights,Dark Orange,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit tights with an elasticated waist.
0201219017,Heavy plain 2 p tights,Underwear Tights,Socks & Tights,Dark Blue,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit tights with an elasticated waist.
0202017055,Rihanna dress,Dress,Garment Full body,White,Ladieswear,Womens Everyday Basics,Jersey Basic,Short-sleeved dress in slub jersey with an elasticated waist and side pockets.
0203027045,Linni tee (1),T-shirt,Garment Upper body,Off White,Divided,Divided Basics,Jersey Basic,Short-sleeved top in jersey with sewn-in turn-ups on the sleeves.
0203027047,Linni tee (1),T-shirt,Garment Upper body,White,Divided,Divided Basics,Jersey Basic,Short-sleeved top in jersey with sewn-in turn-ups on the sleeves.
0203027048,Linni tee (1),T-shirt,Garment Upper body,Yellow,Divided,Divided Basics,Jersey Basic,Short-sleeved top in jersey with sewn-in turn-ups on the sleeves.
0203595034,Bryn Flanel Check,Shirt,Garment Upper body,Dark Purple,Menswear,Contemporary Street,Shirts,Shirt in checked flannel with a collar and chest pocket. Regular fit.
0203595036,Bryn Flanel Check,Shirt,Garment Upper body,Dark Yellow,Menswear,Contemporary Street,Shirts,Shirt in checked flannel with a collar and chest pocket. Regular fit.
0203595040,Bryn Flanel Check,Shirt,Garment Upper body,Yellow,Menswear,Contemporary Street,Shirts,Shirt in checked flannel with a collar and chest pocket. Regular fit.
0203595048,Bryn Flanel Check,Shirt,Garment Upper body,Dark Green,Menswear,Contemporary Street,Shirts,Shirt in checked flannel with a collar and chest pocket. Regular fit.
0203595058,Bryn Flanel Check,Shirt,Garment Upper body,Dark Grey,Menswear,Contemporary Street,Shirts,Shirt in checked flannel with a collar and chest pocket. Regular fit.
0204892024,Frode outdoor beanie,Cap/peaked,Accessories,Dark Grey,Sport,Men H&M Sport,Accessories,Outdoor hat in breathable thermal fleece.
0204892029,Frode outdoor beanie,Cap/peaked,Accessories,Dark Grey,Sport,Men H&M Sport,Accessories,Outdoor hat in breathable thermal fleece.
0204892032,Frode outdoor beanie,Hat/beanie,Accessories,Black,Sport,Men H&M Sport,Accessories,Outdoor hat in breathable thermal fleece.
0205225001,PICKUP ARTIST top,Bikini top,Swimwear,Black,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Bikini top with a wrapover front, side support, ties at the back of the neck and wide ties at the back. Lined."
0211143021,Janet SL (W),Pyjama set,Nightwear,Light Pink,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Pyjamas in a soft cotton weave. Long-sleeved shirt with notch lapels, buttons down the front, a chest pocket and buttoned cuffs. Short shorts with an elasticated drawstring waist."
0211143022,Janet SL (W),Pyjama set,Nightwear,Blue,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Pyjamas in a soft cotton weave. Long-sleeved shirt with notch lapels, buttons down the front, a chest pocket and buttoned cuffs. Short shorts with an elasticated drawstring waist."
0211143023,Janet SL (W),Pyjama set,Nightwear,Light Pink,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Pyjamas in a soft cotton weave. Long-sleeved shirt with notch lapels, buttons down the front, a chest pocket and buttoned cuffs. Short shorts with an elasticated drawstring waist."
0211143036,Janet SL (W),Pyjama set,Nightwear,White,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Pyjamas in a soft cotton weave. Long-sleeved shirt with notch lapels, buttons down the front, a chest pocket and buttoned cuffs. Short shorts with an elasticated drawstring waist."
0211143037,Janet SL-set (W),Pyjama set,Nightwear,Blue,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Pyjamas in a soft cotton weave. Long-sleeved shirt with notch lapels, buttons down the front, a chest pocket and buttoned cuffs. Short shorts with an elasticated drawstring waist."
0211143040,Janet SL-set (W),Pyjama set,Nightwear,Dark Blue,Ladieswear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Pyjamas in a soft cotton weave. Long-sleeved shirt with notch lapels, buttons down the front, a chest pocket and buttoned cuffs. Short shorts with an elasticated drawstring waist."
0212042036,Mimmi sneaker,Sneakers,Shoes,Other,Divided,Divided Accessories,Shoes,Cotton trainers with closed lacing and a loop at the back. Fabric linings and insoles and rubber soles.
0212042043,Mimmi sneaker,Sneakers,Shoes,Black,Divided,Divided Accessories,Shoes,Cotton trainers with closed lacing and a loop at the back. Fabric linings and insoles and rubber soles.
0212042066,Mimmi sneaker,Sneakers,Shoes,Yellow,Divided,Divided Accessories,Shoes,Cotton trainers with closed lacing and a loop at the back. Fabric linings and insoles and rubber soles.
0212042070,Mimmi sneaker,Sneakers,Shoes,White,Divided,Divided Accessories,Shoes,Cotton trainers with closed lacing and a loop at the back. Fabric linings and insoles and rubber soles.
0212629004,Alcazar strap dress,Dress,Garment Full body,Black,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629031,Alcazar strap dress,Dress,Garment Full body,Dark Green,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629032,Alcazar strap dress,Dress,Garment Full body,Dark Pink,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629033,Alcazar strap dress,Dress,Garment Full body,White,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629035,Alcazar strap dress,Dress,Garment Full body,Red,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629036,Alcazar strap dress,Dress,Garment Full body,Greenish Khaki,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629040,Alcazar strap dress,Dress,Garment Full body,Dark Red,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629043,Alcazar strap dress,Dress,Garment Full body,Red,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629047,Alcazar strap dress,Dress,Garment Full body,Greenish Khaki,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629048,Alcazar strap dress,Dress,Garment Full body,Dark Pink,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629049,Alcazar strap dress,Dress,Garment Full body,Orange,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629050,Alcazar strap dress,Dress,Garment Full body,Grey,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212629051,Alcazar strap dress,Dress,Garment Full body,White,Divided,Divided Basics,Jersey Basic,"Long, sleeveless dress in jersey with narrow shoulder straps and an elasticated seam at the waist. Unlined."
0212766041,Dean Drawstring Trousers.,Trousers,Garment Lower body,Greenish Khaki,Menswear,Contemporary Street,Trousers,"Joggers in washed cotton twill with an elasticated drawstring waist, side and back pockets and elasticated hems. Loose fit."
0212766042,Dean Drawstring Trousers.,Trousers,Garment Lower body,Dark Beige,Menswear,Contemporary Street,Trousers,"Joggers in washed cotton twill with an elasticated drawstring waist, side and back pockets and elasticated hems. Loose fit."
0212766043,Dean Drawstring Trousers.,Trousers,Garment Lower body,Black,Menswear,Contemporary Street,Trousers,"Joggers in washed cotton twill with an elasticated drawstring waist, side and back pockets and elasticated hems. Loose fit."
0212766045,Dean Drawstring Trousers.,Trousers,Garment Lower body,Dark Grey,Menswear,Contemporary Street,Trousers,"Joggers in washed cotton twill with an elasticated drawstring waist, side and back pockets and elasticated hems. Loose fit."
0212766046,Dean Drawstring Trousers.,Trousers,Garment Lower body,Dark Blue,Menswear,Contemporary Street,Trousers,"Joggers in washed cotton twill with an elasticated drawstring waist, side and back pockets and elasticated hems. Loose fit."
0213690001,H-terry Basic 16-pack,Hair string,Accessories,Black,Divided,Divided Accessories,Accessories,Solid colour hair elastics with no metal clips.
0213691001,H-string Jersey,Hair string,Accessories,Black,Divided,Divided Accessories,Accessories,Hair elastics.
0213691073,H-string Jersey,Hair string,Accessories,Other Yellow,Divided,Divided Accessories,Accessories,Hair elastics.
0213691075,H-string Jersey,Hair string,Accessories,Dark Green,Divided,Divided Accessories,Accessories,Hair elastics.
0213691080,H-string Jersey,Hair string,Accessories,Grey,Divided,Divided Accessories,Accessories,Hair elastics.
0213691083,H-string Jersey,Hair string,Accessories,Light Grey,Divided,Divided Accessories,Accessories,Hair elastics.
0214844001,30p pins,Hair clip,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,Metal hair grips. Length 5 cm.
0214844002,30p pins,Hair clip,Accessories,Greyish Beige,Ladieswear,Womens Small accessories,Accessories,Metal hair grips. Length 5 cm.
0214844003,30p pins,Hair clip,Accessories,Gold,Ladieswear,Womens Small accessories,Accessories,Metal hair grips. Length 5 cm.
0214844004,30p pins,Hair clip,Accessories,Light Orange,Ladieswear,Womens Small accessories,Accessories,Metal hair grips. Length 5 cm.
0214844008,30p pins,Hair clip,Accessories,Light Orange,Ladieswear,Womens Small accessories,Accessories,Metal hair grips. Length 5 cm.
0215248002,Bob v-neck tee,T-shirt,Garment Upper body,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,Fitted top in soft stretch jersey with a V-neck and short sleeves.
0215303001,Coolio sunglasses,Sunglasses,Accessories,Yellowish Brown,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
0215303002,Coolio sunglasses,Sunglasses,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
0215303005,Coolio sunglasses,Sunglasses,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
0215324023,Classic Fancy pilot (1),Sunglasses,Accessories,Light Grey,Ladieswear,Womens Small accessories,Accessories,Aviator style sunglasses with metal frames and tinted lenses. UV-protective.
0215337001,Pamela tee,T-shirt,Garment Upper body,White,Divided,Divided Basics,Jersey Basic,Short-sleeved jersey top with a chest pocket.
0215337003,Pamela tee,T-shirt,Garment Upper body,Black,Divided,Divided Basics,Jersey Basic,Short-sleeved jersey top with a chest pocket.
0215337038,Pamela tee,T-shirt,Garment Upper body,Dark Purple,Divided,Divided Basics,Jersey Basic,Short-sleeved jersey top with a chest pocket.
0215337039,Pamela tee,T-shirt,Garment Upper body,Greenish Khaki,Divided,Divided Basics,Jersey Basic,Short-sleeved jersey top with a chest pocket.
0215337059,Pamela tee,T-shirt,Garment Upper body,Grey,Divided,Divided Basics,Jersey Basic,Short-sleeved jersey top with a chest pocket.
0215337066,Pamela tee,T-shirt,Garment Upper body,Blue,Divided,Divided Basics,Jersey Basic,Short-sleeved jersey top with a chest pocket.
0215337067,Pamela tee,T-shirt,Garment Upper body,Pink,Divided,Divided Basics,Jersey Basic,Short-sleeved jersey top with a chest pocket.
0215589001,Mama 40 den 2p Tights,Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with extra space for a growing tummy. 40 denier.
0215589002,Mama 40 den 2p Tights,Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with extra space for a growing tummy. 40 denier.
0216081011,Norling Knit,Cardigan,Garment Upper body,Dark Grey,Divided,Divided Selected,Knitwear,"Cardigan in a bouclé knit made from a wool blend with a shawl collar, zip at one side and long sleeves."
0216961011,4p Elastic Headband (1),Hair/alice band,Accessories,Light Orange,Ladieswear,Womens Small accessories,Accessories,Hair elastics in various colours with metal clips. Width 0.6 cm.
0217207045,2P SS PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Light Green,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear",Pyjamas in soft organic cotton jersey with short sleeves and legs and press-stud fasteners.
0217207046,2P SS PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Dark Grey,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear",Pyjamas in soft organic cotton jersey with short sleeves and legs and press-stud fasteners.
0217207047,2P SS PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,White,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear",Pyjamas in soft organic cotton jersey with short sleeves and legs and press-stud fasteners.
0217207048,2P SS PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Light Green,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear",Pyjamas in soft organic cotton jersey with short sleeves and legs and press-stud fasteners.
0217207055,2P SS PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Yellow,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear",Pyjamas in soft organic cotton jersey with short sleeves and legs and press-stud fasteners.
0217727002,Polly 3p minishaftless,Socks,Socks & Tights,Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Shaftless socks. 80 denier.
0217727003,Polly 3p minishaftless,Socks,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Shaftless socks. 80 denier.
0217727018,Polly 3p minishaftless,Socks,Socks & Tights,Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Shaftless socks. 80 denier.
0218354001,Beyonce cropped tank,Vest top,Garment Upper body,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,Cropped vest top in slub jersey.
0218354020,Beyonce cropped tank,Vest top,Garment Upper body,Grey,Ladieswear,Womens Everyday Basics,Jersey Basic,Cropped vest top in slub jersey.
0218354021,Beyonce cropped tank,Vest top,Garment Upper body,White,Ladieswear,Womens Everyday Basics,Jersey Basic,Cropped vest top in slub jersey.
0218354045,Beyonce cropped tank,Vest top,Garment Upper body,Beige,Ladieswear,Womens Everyday Basics,Jersey Basic,Cropped vest top in slub jersey.
0218354047,Beyonce cropped tank,Vest top,Garment Upper body,Off White,Ladieswear,Womens Everyday Basics,Jersey Basic,Cropped vest top in slub jersey.
0218829002,Paris glove.,Gloves,Accessories,Black,Ladieswear,Womens Big accessories,Accessories,"Gloves in soft, supple leather. Lined."
0218829014,Paris glove.,Gloves,Accessories,Dark Pink,Ladieswear,Womens Big accessories,Accessories,"Gloves in soft, supple leather. Lined."
0218829015,Paris glove.,Gloves,Accessories,Yellowish Brown,Ladieswear,Womens Big accessories,Accessories,"Gloves in soft, supple leather. Lined."
0219075014,Billy cargo pants,Trousers,Garment Lower body,Dark Grey,Menswear,Contemporary Casual,Trousers,"Cargo trousers in washed Oxford cotton with side pockets, back pockets and leg pockets with a flap and press-stud, seams at the knees and drawstring hems."
0219075017,Billy cargo pants,Trousers,Garment Lower body,Greenish Khaki,Menswear,Contemporary Casual,Trousers,"Cargo trousers in washed Oxford cotton with side pockets, back pockets and leg pockets with a flap and press-stud, seams at the knees and drawstring hems."
0219075021,Billy cargo pants,Trousers,Garment Lower body,Black,Menswear,Contemporary Casual,Trousers,"Cargo trousers in washed Oxford cotton with side pockets, back pockets and leg pockets with a flap and press-stud, seams at the knees and drawstring hems."
0219075023,Billy cargo pants,Trousers,Garment Lower body,Greenish Khaki,Menswear,Contemporary Casual,Trousers,"Cargo trousers in washed Oxford cotton with side pockets, back pockets and leg pockets with a flap and press-stud, seams at the knees and drawstring hems."
0219075028,Billy cargo pants,Trousers,Garment Lower body,Dark Beige,Menswear,Contemporary Casual,Trousers,"Cargo trousers in washed Oxford cotton with side pockets, back pockets and leg pockets with a flap and press-stud, seams at the knees and drawstring hems."
0220094001,Aguilera maxidress,Dress,Garment Full body,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220094010,Aguilera maxidress,Dress,Garment Full body,Greenish Khaki,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220094011,Aguilera maxidress,Dress,Garment Full body,Dark Blue,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220094015,Aguilera maxidress,Dress,Garment Full body,Light Beige,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220094016,Aguilera maxidress,Dress,Garment Full body,Off White,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220094018,Aguilera maxidress,Dress,Garment Full body,Grey,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220094019,Aguilera maxidress,Dress,Garment Full body,Blue,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220094020,Aguilera maxidress,Dress,Garment Full body,Dark Purple,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220094021,Aguilera maxidress,Dress,Garment Full body,Dark Orange,Ladieswear,Womens Everyday Basics,Jersey Basic,Strapless maxi dress in jersey with an elasticated seam at the waist and slits in the sides. Integral top with elastication at the top.
0220365001,Cool Olja round,Sunglasses,Accessories,Yellowish Brown,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames, metal sidepieces and tinted, UV-protective lenses."
0220365002,Olja sunglasses,Sunglasses,Accessories,Light Orange,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames, metal sidepieces and tinted, UV-protective lenses."
0220365004,Olja sunglasses,Sunglasses,Accessories,Dark Green,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames, metal sidepieces and tinted, UV-protective lenses."
0220365007,Cool Olja round,Sunglasses,Accessories,Light Orange,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames, metal sidepieces and tinted, UV-protective lenses."
0224314007,Pinocchio hat,Hat/beanie,Accessories,Black,Ladieswear,Womens Big accessories,Accessories,Cable-knit hat with a faux fur pompom.
0224314011,Pinocchio hat,Hat/beanie,Accessories,Light Orange,Ladieswear,Womens Big accessories,Accessories,Cable-knit hat with a faux fur pompom.
0224314013,Pinocchio hat,Hat/beanie,Accessories,Beige,Ladieswear,Womens Big accessories,Accessories,Cable-knit hat with a faux fur pompom.
0224314016,Pinocchio hat,Hat/beanie,Accessories,Beige,Ladieswear,Womens Big accessories,Accessories,Cable-knit hat with a faux fur pompom.
0224314017,Pinocchio hat,Hat/beanie,Accessories,Light Grey,Ladieswear,Womens Big accessories,Accessories,Cable-knit hat with a faux fur pompom.
0224314018,Pinocchio hat,Hat/beanie,Accessories,Light Beige,Ladieswear,Womens Big accessories,Accessories,Cable-knit hat with a faux fur pompom.
0224337001,New Carrie Glove,Gloves,Accessories,Black,Ladieswear,Womens Big accessories,Accessories,Fine-knit gloves in a wool blend with imitation leather trims.
0224337008,New Carrie Glove,Gloves,Accessories,Light Grey,Ladieswear,Womens Big accessories,Accessories,Fine-knit gloves in a wool blend with imitation leather trims.
0224521001,DERRIDA windstopper tights,Trousers,Garment Lower body,Black,Sport,Men H&M Sport,Jersey Fancy,"Winter running tights in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist. Zipped key pocket at the back and reflective details. Legs with windproof sections, mesh sections at the knees and on the inside, and a zip at the hems. Brushed thermal inside."
0224521007,DERRIDA windstopper tights,Leggings/Tights,Garment Lower body,Black,Sport,Men H&M Sport,Jersey Fancy,"Winter running tights in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist. Zipped key pocket at the back and reflective details. Legs with windproof sections, mesh sections at the knees and on the inside, and a zip at the hems. Brushed thermal inside."
0224606019,Flora hip belt (1),Belt,Accessories,Black,Ladieswear,Womens Big accessories,Accessories,Narrow belt in grained imitation leather with a metal buckle. Width 2 cm.
0224606022,Flora hip belt (1),Belt,Accessories,Gold,Ladieswear,Womens Big accessories,Accessories,Narrow belt in grained imitation leather with a metal buckle. Width 2 cm.
0224606025,Flora hip belt,Belt,Accessories,Light Orange,Ladieswear,Womens Big accessories,Accessories,Narrow belt in grained imitation leather with a metal buckle. Width 2 cm.
0224606031,Flora hip belt (1),Belt,Accessories,Gold,Ladieswear,Womens Big accessories,Accessories,Narrow belt in grained imitation leather with a metal buckle. Width 2 cm.
0225286014,Gauss windproof zip top,Sweater,Garment Upper body,Black,Sport,Men H&M Sport,Jersey Fancy,"Running jacket with front and shoulder sections in windproof functional fabric, ventilating mesh sections in the sides, a small stand-up collar and zip down the front. Thumbholes at the cuffs, reflective details, and a rounded hem. Slightly longer at the back. Brushed thermal inside. Tight fit."
0225784001,HARLEY 2-pack basic tee,T-shirt,Garment Upper body,Black,Baby/Children,Girls Underwear & Basics,Jersey Basic,Short-sleeved tops in cotton jersey.
0225784023,HARLEY 2-pack basic tee,T-shirt,Garment Upper body,Pink,Baby/Children,Girls Underwear & Basics,Jersey Basic,Short-sleeved tops in cotton jersey.
0225784037,HARLEY 2-pack basic tee,T-shirt,Garment Upper body,Dark Blue,Baby/Children,Girls Underwear & Basics,Jersey Basic,Short-sleeved tops in cotton jersey.
0225784039,HARLEY 2-pack basic tee,T-shirt,Garment Upper body,Other Orange,Baby/Children,Girls Underwear & Basics,Jersey Basic,Short-sleeved tops in cotton jersey.
0225784040,HARLEY 2-pack basic tee,T-shirt,Garment Upper body,Grey,Baby/Children,Girls Underwear & Basics,Jersey Basic,Short-sleeved tops in cotton jersey.
0225784043,HARLEY 2-pack basic tee,T-shirt,Garment Upper body,White,Baby/Children,Girls Underwear & Basics,Jersey Basic,Short-sleeved tops in cotton jersey.
0225784044,HARLEY 2-pack basic tee,T-shirt,Garment Upper body,Light Pink,Baby/Children,Girls Underwear & Basics,Jersey Basic,Short-sleeved tops in cotton jersey.
0225784045,HARLEY 2-pack basic tee,T-shirt,Garment Upper body,White,Baby/Children,Girls Underwear & Basics,Jersey Basic,Short-sleeved tops in cotton jersey.
0226011008,Flirty Maria 2p Hawaii,Hair clip,Accessories,Off White,Ladieswear,Womens Small accessories,Accessories,Hair clips in metal with fabric flowers. Length 4.5 cm.
0226959007,Astaire 1p Overknee,Socks,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Over-the-knee socks in a soft, fine knit containing some wool."
0226959008,Astaire 1p Overknee,Socks,Socks & Tights,Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Over-the-knee socks in a soft, fine knit containing some wool."
0226959009,Astaire 1p Overknee,Socks,Socks & Tights,Dark Red,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Over-the-knee socks in a soft, fine knit containing some wool."
0228257001,20 den 2p Tights,Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist. 20 denier.
0228257002,20 den 2p Tights,Underwear Tights,Socks & Tights,Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist. 20 denier.
0228257003,20 den 2p Tights,Underwear Tights,Socks & Tights,Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist. 20 denier.
0228257004,20 den 2p Tights,Underwear Tights,Socks & Tights,Yellowish Brown,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist. 20 denier.
0228257005,20 den 2p Tights,Underwear Tights,Socks & Tights,Dark Grey,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist. 20 denier.
0228257008,20 den 2p Tights,Underwear Tights,Socks & Tights,Yellowish Brown,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Tights with an elasticated waist. 20 denier.
0233091003,Magic Gloves 2pack,Gloves,Accessories,Black,Divided,Divided Accessories,Accessories,Fine-knit gloves.
0233091015,Magic Gloves 2pack,Gloves,Accessories,Light Orange,Divided,Divided Accessories,Accessories,Fine-knit gloves.
0233091016,Magic Gloves 2pack,Gloves,Accessories,Dark Purple,Divided,Divided Accessories,Accessories,Fine-knit gloves.
0233091019,Magic Gloves 2pack,Gloves,Accessories,Light Pink,Divided,Divided Accessories,Accessories,Fine-knit gloves.
0233091020,Magic Gloves 2pack,Gloves,Accessories,Black,Divided,Divided Accessories,Accessories,Fine-knit gloves.
0233091021,Magic Gloves 2pack,Gloves,Accessories,Black,Divided,Divided Accessories,Accessories,Fine-knit gloves.
0233091022,Magic Gloves 2pack,Gloves,Accessories,Dark Pink,Divided,Divided Accessories,Accessories,Fine-knit gloves.
0233672016,V-NECK LS SLIM,Sweater,Garment Upper body,Dark Blue,Menswear,Men Underwear,Jersey Basic,"Long-sleeved, V-neck T-shirt in stretch cotton-blend jersey. Slim fit."
