date,transactions,price_sum,avg_price
2020-07-27,40196,1008.4935,0.025089
2020-07-28,46687,1156.3632,0.024768
2020-07-29,47998,1188.4461,0.02476
2020-07-30,51712,1203.5095,0.023273
2020-07-31,38704,909.9486,0.02351
2020-08-01,41958,972.5821,0.02318
2020-08-02,38806,908.5921,0.023414
2020-08-03,45416,1084.6743,0.023883
2020-08-04,54875,1320.906,0.024071
2020-08-05,53207,1292.0099,0.024283
2020-08-06,52430,1249.6357,0.023834
2020-08-07,43193,1021.4384,0.023648
2020-08-08,33685,805.3482,0.023908
2020-08-09,27024,670.4556,0.02481
2020-08-10,36909,904.0003,0.024493
2020-08-11,42713,1048.3873,0.024545
2020-08-12,71072,1734.5777,0.024406
2020-08-13,39349,976.4912,0.024816
2020-08-14,35305,881.1799,0.024959
2020-08-15,29427,746.7269,0.025376
2020-08-16,22613,630.6715,0.02789
2020-08-17,32532,881.4353,0.027094
2020-08-18,34913,946.4057,0.027108
2020-08-19,37284,1008.1654,0.02704
2020-08-20,37926,1040.0444,0.027423
2020-08-21,33913,924.4278,0.027259
2020-08-22,34978,982.2144,0.028081
2020-08-23,33031,979.5989,0.029657
2020-08-24,37672,1131.8903,0.030046
2020-08-25,41840,1292.9949,0.030903
2020-08-26,46027,1465.7214,0.031845
2020-08-27,44403,1367.6295,0.0308
2020-08-28,39546,1207.5714,0.030536
2020-08-29,41175,1271.8733,0.030889
2020-08-30,35862,1145.3194,0.031937
2020-08-31,38108,1237.5301,0.032474
2020-09-01,38060,1228.6412,0.032282
2020-09-02,32722,1042.2024,0.03185
2020-09-03,40441,1324.5482,0.032753
2020-09-04,39203,1230.0161,0.031376
2020-09-05,43002,1352.4639,0.031451
2020-09-06,34961,1139.1365,0.032583
2020-09-07,37913,1278.7033,0.033727
2020-09-08,36415,1243.4896,0.034148
2020-09-09,41626,1425.3108,0.034241
2020-09-10,40261,1344.2379,0.033388
2020-09-11,37561,1282.8985,0.034155
2020-09-12,40271,1311.2038,0.03256
2020-09-13,39528,1394.6976,0.035284
2020-09-14,29941,1042.0791,0.034804
2020-09-15,26053,874.8922,0.033581
2020-09-16,27028,890.2108,0.032937
2020-09-17,40718,1418.2773,0.034832
2020-09-18,39284,1363.8581,0.034718
2020-09-19,36796,1227.4713,0.033359
2020-09-20,31489,1116.0711,0.035443
2020-09-21,32130,1139.5981,0.035468
2020-09-22,32866,1133.4184,0.034486
